originalid,year,colenr
3640,2001,1. Not enrolled
1170,2001,3. 4-year college
1305,2001,3. 4-year college
5446,2001,3. 4-year college
6519,2001,1. Not enrolled
1682,2001,1. Not enrolled
3752,2001,1. Not enrolled
109,2001,3. 4-year college
7429,2001,1. Not enrolled
539,2001,3. 4-year college
4999,2001,1. Not enrolled
2496,2001,3. 4-year college
7257,2001,3. 4-year college
752,2001,1. Not enrolled
7334,2001,1. Not enrolled
6962,2001,
2573,2001,1. Not enrolled
2303,2001,1. Not enrolled
7066,2001,1. Not enrolled
7211,2001,1. Not enrolled
3142,2001,3. 4-year college
8144,2001,1. Not enrolled
4550,2001,1. Not enrolled
4892,2001,1. Not enrolled
2005,2001,1. Not enrolled
1668,2001,1. Not enrolled
5357,2001,1. Not enrolled
2637,2001,3. 4-year college
8908,2001,1. Not enrolled
3072,2001,3. 4-year college
4898,2001,1. Not enrolled
1415,2001,1. Not enrolled
4464,2001,1. Not enrolled
5193,2001,3. 4-year college
3712,2001,1. Not enrolled
4316,2001,1. Not enrolled
1250,2001,2. 2-year college 
6249,2001,3. 4-year college
6392,2001,1. Not enrolled
2101,2001,1. Not enrolled
3739,2001,1. Not enrolled
4165,2001,1. Not enrolled
6149,2001,1. Not enrolled
7469,2001,2. 2-year college 
744,2001,
6395,2001,2. 2-year college 
5520,2001,1. Not enrolled
5967,2001,1. Not enrolled
5171,2001,2. 2-year college 
3405,2001,1. Not enrolled
1236,2001,2. 2-year college 
761,2001,1. Not enrolled
1833,2001,1. Not enrolled
1846,2001,1. Not enrolled
7296,2001,3. 4-year college
5471,2001,1. Not enrolled
4194,2001,1. Not enrolled
74,2001,1. Not enrolled
1593,2001,2. 2-year college 
7309,2001,2. 2-year college 
5508,2001,1. Not enrolled
1459,2001,1. Not enrolled
2687,2001,1. Not enrolled
584,2001,3. 4-year college
2633,2001,3. 4-year college
3671,2001,1. Not enrolled
5907,2001,1. Not enrolled
8096,2001,1. Not enrolled
7962,2001,1. Not enrolled
8971,2001,1. Not enrolled
4455,2001,1. Not enrolled
8749,2001,1. Not enrolled
2709,2001,3. 4-year college
5611,2001,1. Not enrolled
1320,2001,1. Not enrolled
6155,2001,3. 4-year college
7053,2001,3. 4-year college
2714,2001,1. Not enrolled
5879,2001,3. 4-year college
6942,2001,1. Not enrolled
217,2001,2. 2-year college 
8639,2001,1. Not enrolled
5267,2001,3. 4-year college
3800,2001,3. 4-year college
5767,2001,3. 4-year college
2174,2001,1. Not enrolled
3779,2001,1. Not enrolled
7154,2001,1. Not enrolled
6548,2001,1. Not enrolled
1362,2001,1. Not enrolled
3036,2001,3. 4-year college
6094,2001,1. Not enrolled
3132,2001,3. 4-year college
3245,2001,1. Not enrolled
4291,2001,1. Not enrolled
549,2001,1. Not enrolled
3353,2001,1. Not enrolled
1336,2001,1. Not enrolled
7708,2001,1. Not enrolled
3140,2001,3. 4-year college
6999,2001,
5574,2001,1. Not enrolled
6884,2001,3. 4-year college
5426,2001,1. Not enrolled
732,2001,1. Not enrolled
376,2001,3. 4-year college
2622,2001,1. Not enrolled
4559,2001,1. Not enrolled
3079,2001,2. 2-year college 
6340,2001,3. 4-year college
5177,2001,1. Not enrolled
6742,2001,1. Not enrolled
3709,2001,1. Not enrolled
6986,2001,1. Not enrolled
2737,2001,1. Not enrolled
4074,2001,1. Not enrolled
5228,2001,1. Not enrolled
7868,2001,1. Not enrolled
1046,2001,1. Not enrolled
8779,2001,
7578,2001,1. Not enrolled
3246,2001,1. Not enrolled
188,2001,1. Not enrolled
5645,2001,1. Not enrolled
7114,2001,1. Not enrolled
6117,2001,1. Not enrolled
3422,2001,3. 4-year college
8320,2001,1. Not enrolled
8043,2001,1. Not enrolled
1000,2001,1. Not enrolled
1899,2001,1. Not enrolled
8888,2001,3. 4-year college
5819,2001,1. Not enrolled
2541,2001,1. Not enrolled
6935,2001,1. Not enrolled
2198,2001,3. 4-year college
3255,2001,1. Not enrolled
4722,2001,2. 2-year college 
5773,2001,1. Not enrolled
6494,2001,1. Not enrolled
7806,2001,1. Not enrolled
3803,2001,1. Not enrolled
3892,2001,1. Not enrolled
43,2001,1. Not enrolled
7507,2001,2. 2-year college 
3483,2001,1. Not enrolled
6764,2001,1. Not enrolled
6187,2001,1. Not enrolled
2952,2001,3. 4-year college
5844,2001,1. Not enrolled
2603,2001,1. Not enrolled
5998,2001,1. Not enrolled
2575,2001,3. 4-year college
3861,2001,1. Not enrolled
8883,2001,
2662,2001,3. 4-year college
3883,2001,3. 4-year college
8766,2001,3. 4-year college
5975,2001,3. 4-year college
493,2001,1. Not enrolled
2380,2001,3. 4-year college
5515,2001,1. Not enrolled
8435,2001,1. Not enrolled
920,2001,1. Not enrolled
6664,2001,1. Not enrolled
7089,2001,2. 2-year college 
5859,2001,1. Not enrolled
2022,2001,1. Not enrolled
4372,2001,3. 4-year college
7504,2001,1. Not enrolled
5740,2001,1. Not enrolled
6438,2001,3. 4-year college
1590,2001,1. Not enrolled
3333,2001,1. Not enrolled
3636,2001,1. Not enrolled
6927,2001,1. Not enrolled
3522,2001,1. Not enrolled
2426,2001,1. Not enrolled
5807,2001,1. Not enrolled
5348,2001,1. Not enrolled
5463,2001,1. Not enrolled
139,2001,1. Not enrolled
2472,2001,3. 4-year college
3798,2001,
8996,2001,1. Not enrolled
7572,2001,2. 2-year college 
1634,2001,1. Not enrolled
4028,2001,2. 2-year college 
4959,2001,1. Not enrolled
5328,2001,1. Not enrolled
6838,2001,2. 2-year college 
5149,2001,1. Not enrolled
2795,2001,1. Not enrolled
3814,2001,2. 2-year college 
3335,2001,1. Not enrolled
4588,2001,2. 2-year college 
3865,2001,3. 4-year college
5918,2001,1. Not enrolled
6390,2001,1. Not enrolled
7390,2001,3. 4-year college
7407,2001,1. Not enrolled
8670,2001,3. 4-year college
7,2001,1. Not enrolled
3462,2001,3. 4-year college
925,2001,2. 2-year college 
495,2001,
3995,2001,1. Not enrolled
2381,2001,1. Not enrolled
8394,2001,1. Not enrolled
8963,2001,1. Not enrolled
4832,2001,3. 4-year college
497,2001,3. 4-year college
1653,2001,1. Not enrolled
1813,2001,1. Not enrolled
8863,2001,1. Not enrolled
428,2001,1. Not enrolled
8406,2001,1. Not enrolled
5680,2001,1. Not enrolled
4578,2001,1. Not enrolled
1730,2001,1. Not enrolled
390,2001,2. 2-year college 
2913,2001,1. Not enrolled
8710,2001,1. Not enrolled
6167,2001,1. Not enrolled
2697,2001,1. Not enrolled
6063,2001,1. Not enrolled
755,2001,3. 4-year college
5589,2001,1. Not enrolled
29,2001,
5527,2001,
556,2001,1. Not enrolled
5150,2001,3. 4-year college
171,2001,1. Not enrolled
1504,2001,1. Not enrolled
5084,2001,3. 4-year college
7393,2001,3. 4-year college
2792,2001,1. Not enrolled
3130,2001,1. Not enrolled
1493,2001,3. 4-year college
6000,2001,1. Not enrolled
3187,2001,1. Not enrolled
2612,2001,1. Not enrolled
7095,2001,1. Not enrolled
6379,2001,1. Not enrolled
6960,2001,1. Not enrolled
3207,2001,1. Not enrolled
1044,2001,1. Not enrolled
1509,2001,1. Not enrolled
1164,2001,3. 4-year college
8396,2001,3. 4-year college
5595,2001,3. 4-year college
8209,2001,1. Not enrolled
8629,2001,3. 4-year college
1352,2001,1. Not enrolled
1865,2001,1. Not enrolled
6872,2001,1. Not enrolled
5756,2001,3. 4-year college
630,2001,1. Not enrolled
6856,2001,1. Not enrolled
3868,2001,1. Not enrolled
4707,2001,1. Not enrolled
7267,2001,1. Not enrolled
5241,2001,1. Not enrolled
126,2001,1. Not enrolled
6707,2001,1. Not enrolled
5974,2001,3. 4-year college
3639,2001,1. Not enrolled
336,2001,3. 4-year college
6306,2001,1. Not enrolled
2193,2001,1. Not enrolled
163,2001,1. Not enrolled
7494,2001,1. Not enrolled
6600,2001,1. Not enrolled
9017,2001,1. Not enrolled
1011,2001,2. 2-year college 
8891,2001,1. Not enrolled
1497,2001,3. 4-year college
3226,2001,
4490,2001,2. 2-year college 
2524,2001,3. 4-year college
5647,2001,2. 2-year college 
8604,2001,1. Not enrolled
2126,2001,1. Not enrolled
6860,2001,1. Not enrolled
2757,2001,1. Not enrolled
835,2001,1. Not enrolled
5732,2001,1. Not enrolled
2463,2001,1. Not enrolled
3342,2001,
7223,2001,2. 2-year college 
7171,2001,3. 4-year college
1303,2001,1. Not enrolled
2441,2001,3. 4-year college
4425,2001,1. Not enrolled
8722,2001,1. Not enrolled
5876,2001,2. 2-year college 
1382,2001,1. Not enrolled
255,2001,3. 4-year college
5681,2001,1. Not enrolled
5023,2001,1. Not enrolled
2427,2001,1. Not enrolled
6178,2001,1. Not enrolled
8211,2001,1. Not enrolled
6496,2001,1. Not enrolled
907,2001,1. Not enrolled
1824,2001,3. 4-year college
7574,2001,1. Not enrolled
4312,2001,1. Not enrolled
4964,2001,
5579,2001,1. Not enrolled
2319,2001,1. Not enrolled
6403,2001,1. Not enrolled
6401,2001,1. Not enrolled
2801,2001,3. 4-year college
7698,2001,1. Not enrolled
4805,2001,1. Not enrolled
2118,2001,1. Not enrolled
84,2001,1. Not enrolled
6857,2001,1. Not enrolled
5184,2001,3. 4-year college
4006,2001,1. Not enrolled
7094,2001,1. Not enrolled
4220,2001,2. 2-year college 
6546,2001,2. 2-year college 
1648,2001,1. Not enrolled
7081,2001,3. 4-year college
7073,2001,1. Not enrolled
2616,2001,3. 4-year college
1825,2001,1. Not enrolled
5809,2001,1. Not enrolled
4822,2001,1. Not enrolled
8334,2001,3. 4-year college
2986,2001,3. 4-year college
6958,2001,1. Not enrolled
7218,2001,1. Not enrolled
1148,2001,1. Not enrolled
2785,2001,1. Not enrolled
4137,2001,3. 4-year college
5009,2001,1. Not enrolled
7581,2001,1. Not enrolled
8609,2001,3. 4-year college
24,2001,1. Not enrolled
5099,2001,1. Not enrolled
1090,2001,1. Not enrolled
7484,2001,1. Not enrolled
5963,2001,1. Not enrolled
3858,2001,1. Not enrolled
5491,2001,3. 4-year college
2256,2001,1. Not enrolled
5798,2001,2. 2-year college 
3903,2001,1. Not enrolled
6974,2001,1. Not enrolled
5360,2001,2. 2-year college 
5646,2001,3. 4-year college
7327,2001,1. Not enrolled
6796,2001,1. Not enrolled
3453,2001,2. 2-year college 
2748,2001,1. Not enrolled
5978,2001,1. Not enrolled
4962,2001,1. Not enrolled
4882,2001,3. 4-year college
2028,2001,3. 4-year college
1559,2001,1. Not enrolled
5367,2001,1. Not enrolled
979,2001,3. 4-year college
2290,2001,1. Not enrolled
5059,2001,1. Not enrolled
134,2001,1. Not enrolled
3315,2001,3. 4-year college
464,2001,1. Not enrolled
1809,2001,3. 4-year college
6681,2001,1. Not enrolled
3943,2001,3. 4-year college
6812,2001,1. Not enrolled
7100,2001,1. Not enrolled
6624,2001,2. 2-year college 
7310,2001,1. Not enrolled
7974,2001,1. Not enrolled
6424,2001,1. Not enrolled
8318,2001,1. Not enrolled
7265,2001,1. Not enrolled
7807,2001,3. 4-year college
2983,2001,2. 2-year college 
2684,2001,1. Not enrolled
8827,2001,1. Not enrolled
8463,2001,1. Not enrolled
5417,2001,1. Not enrolled
2904,2001,1. Not enrolled
1814,2001,2. 2-year college 
2066,2001,3. 4-year college
4563,2001,1. Not enrolled
2522,2001,3. 4-year college
6297,2001,2. 2-year college 
800,2001,3. 4-year college
882,2001,1. Not enrolled
6234,2001,1. Not enrolled
2089,2001,3. 4-year college
5246,2001,1. Not enrolled
2019,2001,1. Not enrolled
6928,2001,1. Not enrolled
3955,2001,1. Not enrolled
6463,2001,1. Not enrolled
203,2001,1. Not enrolled
2618,2001,1. Not enrolled
3167,2001,1. Not enrolled
8817,2001,2. 2-year college 
7554,2001,2. 2-year college 
7194,2001,3. 4-year college
3598,2001,3. 4-year college
7129,2001,1. Not enrolled
8263,2001,1. Not enrolled
3594,2001,2. 2-year college 
1583,2001,1. Not enrolled
5034,2001,1. Not enrolled
8507,2001,1. Not enrolled
1409,2001,1. Not enrolled
5534,2001,1. Not enrolled
7373,2001,1. Not enrolled
7333,2001,1. Not enrolled
857,2001,3. 4-year college
3208,2001,
5586,2001,1. Not enrolled
3445,2001,1. Not enrolled
6122,2001,1. Not enrolled
3418,2001,3. 4-year college
8675,2001,1. Not enrolled
3332,2001,1. Not enrolled
3699,2001,1. Not enrolled
7810,2001,1. Not enrolled
6498,2001,1. Not enrolled
3546,2001,1. Not enrolled
8474,2001,1. Not enrolled
2977,2001,1. Not enrolled
558,2001,1. Not enrolled
742,2001,3. 4-year college
402,2001,1. Not enrolled
3478,2001,1. Not enrolled
4068,2001,
2644,2001,1. Not enrolled
8085,2001,1. Not enrolled
8105,2001,1. Not enrolled
8737,2001,1. Not enrolled
3436,2001,1. Not enrolled
2920,2001,
5795,2001,3. 4-year college
8207,2001,3. 4-year college
225,2001,1. Not enrolled
808,2001,1. Not enrolled
8706,2001,1. Not enrolled
5411,2001,1. Not enrolled
1166,2001,1. Not enrolled
8944,2001,2. 2-year college 
3498,2001,3. 4-year college
3029,2001,1. Not enrolled
9008,2001,2. 2-year college 
4413,2001,1. Not enrolled
3121,2001,1. Not enrolled
6079,2001,2. 2-year college 
3136,2001,1. Not enrolled
1451,2001,2. 2-year college 
679,2001,1. Not enrolled
8103,2001,1. Not enrolled
5290,2001,1. Not enrolled
7237,2001,1. Not enrolled
992,2001,1. Not enrolled
2106,2001,2. 2-year college 
4453,2001,1. Not enrolled
4422,2001,1. Not enrolled
6629,2001,1. Not enrolled
8233,2001,1. Not enrolled
6146,2001,1. Not enrolled
5444,2001,1. Not enrolled
7046,2001,2. 2-year college 
6640,2001,2. 2-year college 
7019,2001,1. Not enrolled
1631,2001,2. 2-year college 
4467,2001,1. Not enrolled
8957,2001,3. 4-year college
7029,2001,
8771,2001,1. Not enrolled
7000,2001,
6223,2001,3. 4-year college
5817,2001,1. Not enrolled
704,2001,1. Not enrolled
7126,2001,1. Not enrolled
8353,2001,1. Not enrolled
6283,2001,1. Not enrolled
8765,2001,1. Not enrolled
902,2001,1. Not enrolled
6722,2001,1. Not enrolled
4558,2001,1. Not enrolled
5765,2001,3. 4-year college
118,2001,3. 4-year college
3588,2001,3. 4-year college
161,2001,1. Not enrolled
2780,2001,1. Not enrolled
1274,2001,1. Not enrolled
8536,2001,1. Not enrolled
374,2001,1. Not enrolled
8020,2001,1. Not enrolled
4196,2001,1. Not enrolled
1508,2001,1. Not enrolled
1930,2001,1. Not enrolled
1799,2001,1. Not enrolled
54,2001,1. Not enrolled
6961,2001,1. Not enrolled
5755,2001,1. Not enrolled
7478,2001,1. Not enrolled
2527,2001,3. 4-year college
7250,2001,1. Not enrolled
1945,2001,1. Not enrolled
822,2001,1. Not enrolled
8776,2001,1. Not enrolled
8544,2001,3. 4-year college
115,2001,1. Not enrolled
6879,2001,2. 2-year college 
2674,2001,3. 4-year college
5024,2001,3. 4-year college
3673,2001,
6316,2001,1. Not enrolled
6380,2001,2. 2-year college 
3006,2001,2. 2-year college 
2333,2001,3. 4-year college
250,2001,1. Not enrolled
461,2001,1. Not enrolled
7181,2001,3. 4-year college
4638,2001,1. Not enrolled
895,2001,1. Not enrolled
5285,2001,1. Not enrolled
4352,2001,1. Not enrolled
8123,2001,1. Not enrolled
3389,2001,1. Not enrolled
4277,2001,3. 4-year college
3980,2001,2. 2-year college 
3465,2001,1. Not enrolled
3837,2001,1. Not enrolled
2395,2001,1. Not enrolled
5556,2001,1. Not enrolled
1192,2001,1. Not enrolled
7878,2001,1. Not enrolled
8217,2001,1. Not enrolled
219,2001,3. 4-year college
3577,2001,1. Not enrolled
6617,2001,1. Not enrolled
6054,2001,1. Not enrolled
6956,2001,3. 4-year college
6425,2001,1. Not enrolled
570,2001,1. Not enrolled
8919,2001,1. Not enrolled
8080,2001,1. Not enrolled
7002,2001,1. Not enrolled
6608,2001,1. Not enrolled
606,2001,1. Not enrolled
9004,2001,1. Not enrolled
4520,2001,2. 2-year college 
5124,2001,1. Not enrolled
449,2001,1. Not enrolled
3597,2001,1. Not enrolled
8901,2001,1. Not enrolled
1257,2001,1. Not enrolled
5619,2001,
2245,2001,1. Not enrolled
1440,2001,3. 4-year college
8017,2001,1. Not enrolled
607,2001,1. Not enrolled
758,2001,3. 4-year college
869,2001,1. Not enrolled
6885,2001,3. 4-year college
2491,2001,1. Not enrolled
2146,2001,1. Not enrolled
6851,2001,1. Not enrolled
6651,2001,1. Not enrolled
1179,2001,1. Not enrolled
2260,2001,1. Not enrolled
2298,2001,1. Not enrolled
2806,2001,3. 4-year college
5094,2001,1. Not enrolled
355,2001,1. Not enrolled
2833,2001,1. Not enrolled
6939,2001,1. Not enrolled
8540,2001,2. 2-year college 
5862,2001,
5339,2001,1. Not enrolled
420,2001,1. Not enrolled
5190,2001,3. 4-year college
3590,2001,1. Not enrolled
4846,2001,1. Not enrolled
899,2001,1. Not enrolled
7821,2001,1. Not enrolled
2423,2001,2. 2-year college 
6170,2001,1. Not enrolled
2065,2001,1. Not enrolled
1687,2001,3. 4-year college
169,2001,1. Not enrolled
5729,2001,1. Not enrolled
5464,2001,1. Not enrolled
6554,2001,1. Not enrolled
3642,2001,3. 4-year college
8858,2001,1. Not enrolled
1174,2001,1. Not enrolled
3302,2001,1. Not enrolled
7606,2001,1. Not enrolled
6003,2001,1. Not enrolled
8097,2001,1. Not enrolled
8219,2001,1. Not enrolled
4630,2001,1. Not enrolled
3740,2001,1. Not enrolled
6041,2001,1. Not enrolled
3862,2001,2. 2-year college 
3120,2001,1. Not enrolled
2219,2001,1. Not enrolled
2367,2001,
8140,2001,3. 4-year college
465,2001,1. Not enrolled
1942,2001,1. Not enrolled
5841,2001,1. Not enrolled
6890,2001,1. Not enrolled
2129,2001,1. Not enrolled
1592,2001,3. 4-year college
6348,2001,1. Not enrolled
154,2001,
2597,2001,3. 4-year college
5689,2001,1. Not enrolled
8960,2001,1. Not enrolled
6050,2001,3. 4-year college
1247,2001,3. 4-year college
7580,2001,1. Not enrolled
6916,2001,1. Not enrolled
2798,2001,1. Not enrolled
3780,2001,
1048,2001,1. Not enrolled
3127,2001,1. Not enrolled
8655,2001,1. Not enrolled
2728,2001,1. Not enrolled
4258,2001,1. Not enrolled
6275,2001,3. 4-year college
6448,2001,1. Not enrolled
3281,2001,1. Not enrolled
5212,2001,1. Not enrolled
1660,2001,
524,2001,1. Not enrolled
5629,2001,1. Not enrolled
2086,2001,1. Not enrolled
1768,2001,1. Not enrolled
1862,2001,1. Not enrolled
8450,2001,3. 4-year college
3415,2001,1. Not enrolled
4070,2001,1. Not enrolled
6682,2001,1. Not enrolled
8964,2001,1. Not enrolled
326,2001,3. 4-year college
2243,2001,1. Not enrolled
937,2001,2. 2-year college 
6484,2001,3. 4-year college
1004,2001,1. Not enrolled
3842,2001,1. Not enrolled
2431,2001,1. Not enrolled
8190,2001,3. 4-year college
2143,2001,1. Not enrolled
7210,2001,2. 2-year college 
8593,2001,1. Not enrolled
8828,2001,1. Not enrolled
8485,2001,1. Not enrolled
1439,2001,1. Not enrolled
5724,2001,3. 4-year college
5337,2001,1. Not enrolled
676,2001,1. Not enrolled
1600,2001,1. Not enrolled
3764,2001,2. 2-year college 
551,2001,3. 4-year college
6984,2001,1. Not enrolled
7368,2001,2. 2-year college 
4835,2001,2. 2-year college 
1325,2001,3. 4-year college
6766,2001,1. Not enrolled
8162,2001,1. Not enrolled
46,2001,1. Not enrolled
4149,2001,1. Not enrolled
1012,2001,1. Not enrolled
2109,2001,1. Not enrolled
7238,2001,3. 4-year college
8798,2001,1. Not enrolled
6886,2001,1. Not enrolled
5543,2001,1. Not enrolled
540,2001,1. Not enrolled
6572,2001,1. Not enrolled
6567,2001,1. Not enrolled
1689,2001,1. Not enrolled
6978,2001,1. Not enrolled
2729,2001,1. Not enrolled
4605,2001,
6998,2001,3. 4-year college
4420,2001,
431,2001,1. Not enrolled
6637,2001,1. Not enrolled
2456,2001,1. Not enrolled
562,2001,1. Not enrolled
1515,2001,1. Not enrolled
4012,2001,3. 4-year college
6473,2001,1. Not enrolled
528,2001,2. 2-year college 
8131,2001,1. Not enrolled
2700,2001,1. Not enrolled
654,2001,3. 4-year college
1402,2001,3. 4-year college
6878,2001,1. Not enrolled
8921,2001,1. Not enrolled
2723,2001,1. Not enrolled
1523,2001,1. Not enrolled
4120,2001,1. Not enrolled
7315,2001,1. Not enrolled
5727,2001,1. Not enrolled
3319,2001,1. Not enrolled
1529,2001,
1314,2001,2. 2-year college 
1788,2001,1. Not enrolled
2617,2001,1. Not enrolled
1543,2001,3. 4-year college
7869,2001,1. Not enrolled
696,2001,1. Not enrolled
7583,2001,1. Not enrolled
4435,2001,1. Not enrolled
6125,2001,1. Not enrolled
1903,2001,3. 4-year college
1060,2001,1. Not enrolled
6005,2001,3. 4-year college
6470,2001,1. Not enrolled
3665,2001,1. Not enrolled
3464,2001,3. 4-year college
2745,2001,1. Not enrolled
2756,2001,1. Not enrolled
4845,2001,1. Not enrolled
7732,2001,1. Not enrolled
2362,2001,1. Not enrolled
7331,2001,1. Not enrolled
7466,2001,1. Not enrolled
1445,2001,1. Not enrolled
6343,2001,3. 4-year college
4564,2001,1. Not enrolled
8309,2001,1. Not enrolled
343,2001,1. Not enrolled
5538,2001,1. Not enrolled
4551,2001,1. Not enrolled
2352,2001,1. Not enrolled
3042,2001,1. Not enrolled
6423,2001,1. Not enrolled
7928,2001,1. Not enrolled
8571,2001,1. Not enrolled
1420,2001,1. Not enrolled
6512,2001,3. 4-year college
4872,2001,1. Not enrolled
1209,2001,1. Not enrolled
6801,2001,1. Not enrolled
7897,2001,1. Not enrolled
6543,2001,2. 2-year college 
7596,2001,1. Not enrolled
1922,2001,1. Not enrolled
6081,2001,2. 2-year college 
7221,2001,1. Not enrolled
7182,2001,3. 4-year college
3268,2001,1. Not enrolled
6880,2001,1. Not enrolled
5305,2001,1. Not enrolled
2870,2001,1. Not enrolled
6919,2001,1. Not enrolled
6055,2001,1. Not enrolled
4292,2001,1. Not enrolled
4995,2001,1. Not enrolled
7479,2001,1. Not enrolled
4128,2001,1. Not enrolled
986,2001,1. Not enrolled
4865,2001,1. Not enrolled
7855,2001,1. Not enrolled
7357,2001,1. Not enrolled
1376,2001,2. 2-year college 
3030,2001,1. Not enrolled
197,2001,3. 4-year college
1338,2001,3. 4-year college
2119,2001,1. Not enrolled
4531,2001,2. 2-year college 
8591,2001,1. Not enrolled
1812,2001,1. Not enrolled
5438,2001,2. 2-year college 
7692,2001,1. Not enrolled
8322,2001,1. Not enrolled
6232,2001,1. Not enrolled
2459,2001,3. 4-year college
6547,2001,1. Not enrolled
4849,2001,1. Not enrolled
8138,2001,1. Not enrolled
5443,2001,1. Not enrolled
6490,2001,3. 4-year college
2208,2001,3. 4-year college
8859,2001,1. Not enrolled
682,2001,3. 4-year college
4230,2001,
8486,2001,1. Not enrolled
8516,2001,2. 2-year college 
6601,2001,1. Not enrolled
1365,2001,1. Not enrolled
1534,2001,1. Not enrolled
7439,2001,1. Not enrolled
3183,2001,1. Not enrolled
3376,2001,1. Not enrolled
5494,2001,1. Not enrolled
5182,2001,1. Not enrolled
2814,2001,1. Not enrolled
8886,2001,1. Not enrolled
209,2001,1. Not enrolled
192,2001,1. Not enrolled
3497,2001,1. Not enrolled
2507,2001,1. Not enrolled
2273,2001,1. Not enrolled
3252,2001,1. Not enrolled
7613,2001,1. Not enrolled
8686,2001,1. Not enrolled
8391,2001,3. 4-year college
5549,2001,1. Not enrolled
833,2001,3. 4-year college
373,2001,1. Not enrolled
6333,2001,3. 4-year college
1332,2001,3. 4-year college
1172,2001,1. Not enrolled
5123,2001,1. Not enrolled
1369,2001,3. 4-year college
273,2001,1. Not enrolled
1929,2001,1. Not enrolled
3823,2001,1. Not enrolled
8437,2001,1. Not enrolled
4076,2001,1. Not enrolled
4048,2001,1. Not enrolled
3923,2001,1. Not enrolled
8337,2001,1. Not enrolled
1681,2001,3. 4-year college
2702,2001,1. Not enrolled
6211,2001,3. 4-year college
1964,2001,1. Not enrolled
2264,2001,1. Not enrolled
3152,2001,1. Not enrolled
6216,2001,1. Not enrolled
1145,2001,3. 4-year college
5912,2001,1. Not enrolled
6655,2001,1. Not enrolled
2887,2001,3. 4-year college
6465,2001,1. Not enrolled
8456,2001,3. 4-year college
5152,2001,
8296,2001,1. Not enrolled
5521,2001,1. Not enrolled
8077,2001,1. Not enrolled
2677,2001,3. 4-year college
2232,2001,1. Not enrolled
4742,2001,1. Not enrolled
2844,2001,1. Not enrolled
4319,2001,1. Not enrolled
1684,2001,1. Not enrolled
8645,2001,2. 2-year college 
4159,2001,3. 4-year college
740,2001,1. Not enrolled
6184,2001,2. 2-year college 
242,2001,1. Not enrolled
6814,2001,1. Not enrolled
5937,2001,1. Not enrolled
7176,2001,1. Not enrolled
512,2001,1. Not enrolled
523,2001,1. Not enrolled
6728,2001,1. Not enrolled
3393,2001,3. 4-year college
1664,2001,1. Not enrolled
8254,2001,1. Not enrolled
2519,2001,1. Not enrolled
5315,2001,1. Not enrolled
2133,2001,3. 4-year college
1717,2001,1. Not enrolled
8002,2001,1. Not enrolled
8729,2001,1. Not enrolled
6075,2001,1. Not enrolled
3100,2001,1. Not enrolled
1309,2001,1. Not enrolled
2692,2001,1. Not enrolled
3193,2001,1. Not enrolled
2054,2001,1. Not enrolled
7164,2001,3. 4-year college
5572,2001,1. Not enrolled
2755,2001,1. Not enrolled
8,2001,1. Not enrolled
4694,2001,1. Not enrolled
7919,2001,1. Not enrolled
8401,2001,1. Not enrolled
1190,2001,3. 4-year college
1494,2001,3. 4-year college
4662,2001,1. Not enrolled
269,2001,3. 4-year college
4285,2001,2. 2-year college 
5201,2001,1. Not enrolled
1374,2001,1. Not enrolled
6861,2001,2. 2-year college 
3614,2001,1. Not enrolled
8739,2001,1. Not enrolled
4262,2001,1. Not enrolled
5793,2001,1. Not enrolled
7894,2001,1. Not enrolled
5923,2001,3. 4-year college
477,2001,2. 2-year college 
6859,2001,2. 2-year college 
4139,2001,3. 4-year college
6067,2001,1. Not enrolled
3633,2001,1. Not enrolled
5072,2001,1. Not enrolled
1342,2001,3. 4-year college
3775,2001,1. Not enrolled
3689,2001,2. 2-year college 
6855,2001,1. Not enrolled
5668,2001,
8461,2001,3. 4-year college
7767,2001,1. Not enrolled
8277,2001,1. Not enrolled
8111,2001,1. Not enrolled
2567,2001,3. 4-year college
4215,2001,3. 4-year college
6923,2001,1. Not enrolled
1956,2001,2. 2-year college 
7366,2001,3. 4-year college
4414,2001,1. Not enrolled
4864,2001,1. Not enrolled
2826,2001,1. Not enrolled
7360,2001,1. Not enrolled
4986,2001,1. Not enrolled
6784,2001,1. Not enrolled
7648,2001,1. Not enrolled
7304,2001,3. 4-year college
2436,2001,3. 4-year college
6647,2001,1. Not enrolled
7451,2001,1. Not enrolled
2108,2001,1. Not enrolled
6137,2001,1. Not enrolled
628,2001,2. 2-year college 
6714,2001,1. Not enrolled
1144,2001,1. Not enrolled
8196,2001,1. Not enrolled
7214,2001,1. Not enrolled
2854,2001,1. Not enrolled
4634,2001,3. 4-year college
3931,2001,1. Not enrolled
3362,2001,1. Not enrolled
406,2001,2. 2-year college 
1845,2001,1. Not enrolled
6037,2001,1. Not enrolled
3693,2001,1. Not enrolled
1950,2001,1. Not enrolled
722,2001,3. 4-year college
1474,2001,1. Not enrolled
678,2001,1. Not enrolled
6906,2001,1. Not enrolled
5537,2001,1. Not enrolled
2075,2001,3. 4-year college
2281,2001,3. 4-year college
7764,2001,1. Not enrolled
5786,2001,1. Not enrolled
5696,2001,1. Not enrolled
6020,2001,1. Not enrolled
2880,2001,1. Not enrolled
2957,2001,3. 4-year college
5374,2001,1. Not enrolled
7993,2001,1. Not enrolled
5618,2001,2. 2-year college 
7907,2001,3. 4-year college
