id,citation
92937,"""A Stag at Sharkey's."" <em>Chicago Tribune</em> (Chicago, IL), October 22, 1933."
92937,"""The Picture of the Week."" <em>The Plain Dealer </em>(Cleveland, OH), November 12 1933."
92937,"Pollak, Frances M., and Greta A. Cornell. ""George Wesley Bellows-Painter and Graver."" <em>The Index of Twentieth Century Artists</em>. 1:6 (March, 1934). p. 92-93."
92937,"Gardner, Helen. <em>Art Through the Ages: An Introduction to Its History &amp; Significance</em>. New York: Harcourt, Brace and Company, 1936."
92937,"Burroughs, Alan. <em>Limners and Likenesses; Three Centuries of American Painting</em>. Cambridge, MA: Harvard University Press, 1936."
92937,"<em>Catalogue of the Twentieth Anniversary Exhibition of the Cleveland Museum of Art: The Official Art Exhibit of the Great Lakes Exposition.</em> Cleveland, Ohio: Artcraft Printing Company, 1936."
92937,"<em>Catalogue of an Exhibition of American Painting from 1860 Until Today at the Cleveland Museum of Art</em>. Cleveland, OH: Artcraft Printing Co., 1937."
92937,"<em>Trois siècles d'art aux États-Unis: exposition organisée en collaboration avec le Museum of Modern Art, New-York</em>. Paris, France: Éditions des musées nationaux, 1938."
92937,"""Bellows (1882-1925)."" <em>Life, </em>31 October 1938."
92937,"<em>Life in America: A Special Loan Exhibition of Paintings Held During the Period of the New York World's Fair, April 24 to October 29</em>. New York, NY: [Scribner Press], 1939."
92937,"Stites, Raymond S. <em>The Arts and Man</em>. New York, NY: Whittlesey House; London: McGraw-Hill Book Company, Inc., 1940."
92937,"<em>An Exhibition of Great Paintings in Aid of the Canadian Red Cross and of Small Pictures by Members of the Ontario Society of Artists</em>. Toronto, Canada: The Art Gallery of Toronto, 1940."
92937,"McB[ride], H[enry]. ""As to the Style in Art."" <em>The Sun</em> (New York, NY), January 6, 1940."
92937,"Francis, Henry Sayles. ""The Lithographs of George Wesley Bellows."" <em>Print Collector's Quarterly. </em>27 (April, 1940). p. 138-165."
92937,"Milliken, William M. ""Silver Jubilee Exhibition."" <em>The Bulletin of the Cleveland Museum of Art</em> 28, no. 6 (1941): 88-111."
92937,"""Cleveland Offers the Evidence for the First 25 Years."" <em>ARTnews.</em> 40:11 (September, 1941). p. 13-25."
92937,"Boswell, Peyton. <em>George Bellows</em>. New York, NY: Crown Publishers, 1942."
92937,"Walker, John, and Macgill James. <em>Great American Paintings from Smibert to Bellows, 1729-1924</em>. London: Oxford University Press, 1943."
92937,"Boswell, Peyton. ""Bellows' First Patron."" <em>Art Digest.</em> 18 (15 January 1943)."
92937,"<em>Sport in American Art</em>. Boston, MA: Museum of Fine Arts, Boston, 1944."
92937,"Edgell, George H. ""Pursuit of Pleasure in Paint: Boston Presents the First Exhibition of 'Sport in American Art.'"" <em>ARTnews.</em> 43:12 (1-14 October, 1944). p. 13-26."
92937,"<em>Paintings in the Cleveland Museum of Art. </em>[Cleveland]: The Cleveland Museum of Art, 1945."
92937,"Tunis, John R. ""Painter of the Prize Ring Drama: The National Gallery Honors George Bellows, Who Captured Not Only the Color, But Also the Cruelty of the Prize Ring."" <em>The New York Times Magazine</em> (New York, NY), 7 January 1945."
92937,"Sweet, Frederick A. ""Bellows 23 Years after Dempsey-Firpo."" <em>ARTnews.</em> 44:19 (January, 1946). p. 12-28."
92937,"<em>American Painting: From the Eighteenth Century to the Present Day</em>. London, England: The Tate Gallery, 1946."
92937,"<em>George Bellows: Paintings, Drawings and Prints</em>. Chicago, IL: The Art Institute of Chicago, 1946."
92937,"Bulliet, C. J. ""First Full View of George Bellows for Chicago.""<em> Art Digest. </em>21 (1 February 1946)."
92937,"""George W. Bellows: An American Master of Realistic Painting Comes Into His Own With Big Memorial Show."" <em>Life,</em> March 25, 1946."
92937,"Rich, Daniel Catton. ""Bellows Revalued."" <em>Magazine of Art. </em>39 (April, 1946): p. 145-147."
92937,"""American Art: From the XVIIIth Century to the Present Day: Pictures Now on Exhibition at the Tate Gallery."" <em>The Illustrated London News,</em> June 22, 1946."
92937,"Sutton, Denys. ""La Peinture Américaine à la Tate Gallery."" <em>Gazette des Beaux-Arts</em>, June 28, 1946."
92937,"Winchester, Alice. ""American Painting in London: A Comment on The Tate Gallery Exhibition."" <em>Antiques. </em>51:2 (February, 1947). p. 100-127."
92937,"Dame, Lawrence.""Regarding Art: The Stags on Ropes."" <em>Boston Herald,</em> October 17, 1948."
92937,"Gardner, Helen. <em>Art Through the Ages</em>. 3rd edition. New York: Harcourt, Brace and Co, 1949."
92937,"""Revolt in Boston: Shootin' Resumes in the Art World."" <em>Life,</em> February 21, 1949."
92937,"<em>Catalogue de reproductions en couleurs de la peinture de 1860 à 1949</em>. Paris: UNESCO, 1949."
92937,"Rowland, Benjamin, Jr. ""American Painting Since 1900."" <em>Phoenix</em>. 4 (April 1949). p. 85-111."
92937,"Robb, David M. <em>The Harper History of Painting: The Occidental Tradition</em>. New York: Harper, 1951."
92937,"Bazin, Germain. <em>History of Modern Painting</em>. New York: Hyperion Press; distributed by Macmillan, 1951."
92937,"""Pittura Americana Moderna."" <em>Sele arte</em>. Firenze: Studio italiano di storia dell'arte, 1952."
92937,"Brown, Milton W. <em>American Painting: From the Armory Show to the Depression.</em> Princeton, NJ: Princeton University Press, 1955."
92937,"Morris, Charles W. <em>Varieties of Human Value</em>. Chicago, IL: University of Chicago Press, 1956."
92937,"Craven, Thomas. <em>The Rainbow Book of Art</em>. Cleveland: World Pub. Co, 1956."
92937,"Schulberg, Budd. <em>The Harder They Fall</em>. 2nd edition. New York: Random House Publishing, 1956."
92937,"Eliot, Alexander. <em>Three Hundred Years of American Painting</em>. New York: Time Inc, 1957."
92937,"<em>George Bellows: A Retrospective Exhibition</em>. Washington, DC: National Gallery of Art, 1957."
92937,"<em>Paintings by George Bellows at Columbus Gallery of Fine Arts. </em>Columbus, OH: The Columbus Gallery of Fine Arts, 1957."
92937,"Huth, John F. ""An Artist at Ohio."" <em>Pictorial Magazine</em>, <em>The Plain Dealer </em>(Cleveland, OH), January 20, 1957."
92937,"The Cleveland Museum of Art. <em>The Cleveland Museum of Art Handbook.</em> Cleveland, OH: The Cleveland Museum of Art, 1958."
92937,"Milliken, William Mathewson. <em>The Cleveland Museum of Art Collections</em>. Cleveland, OH: Cleveland Museum of Art, 1960."
92937,"Munro, Eleanor C. <em>The Golden Encyclopedia of Art: Painting, Sculpture, Architecture, and Ornament, from Prehistoric Times to the Twentieth Century</em>. New York: Golden Press, 1961."
92937,"<em>The Fireside Book of Boxing. </em>Edited by Wilfred Charles Heinz. New York: Simon And Schuster, 1961."
92937,"Chase, Alice Elizabeth. <em>Famous Paintings: An Introduction to Art</em>. New York: Platt &amp; Munk, 1962."
92937,"Selvig, Forrest, ed. <em>Four Centuries of American Art</em>. Minneapolis, MN: The Minneapolis Institute of Arts, 1963."
92937,"Bazin, Germain. <em>Kindlers Malerei Lexikon: 1000 Malersignaturen, 1200 farbige Reproducktionen, 3000 schwarzweisse Reproduktionen in sechs Bänden</em>. Zurich: Kindler Verlag, 1964."
92937,"<em>200 Years of American Painting, April 1-May 31, 1964</em>. St. Louis, MO: City Art Museum of St. Louis, 1964."
92937,"Seaver, Edwin. ""The Sand Cart, George Bellows (American School 1882-1925)."" <em>Book-of-the-Month-Club News</em>, 1965."
92937,"Morgan, Charles H. <em>George Bellows, Painter of America</em>. New York: Reynal, 1965."
92937,"Laver, James. <em>The Age of Optimism: Manners and Morals 1848-1914</em>. London: Weidenfeld &amp; Nicolson, 1966."
92937,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1966</em>. Cleveland, OH: The Cleveland Museum of Art, 1966."
92937,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1969</em>. Cleveland, OH: The Cleveland Museum of Art, 1969."
92937,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
92937,"<em>George Wesley Bellows: Paintings, Drawings, and Prints</em>. Columbus, OH: Columbus Museum of Art, 1979."
92937,"Kitaj, R. B., and Timothy Hyman. ""A Return to London"" IN <em>Kitaj Paintings, Drawings, Pastels.</em> John Ashebury, Joe Shannon, Jane Livingston, 41. New York, N.Y.: Thames and Hudson, 1983."
92937,"Ohio Historical Society, and Ohio History Connection. Timeline: A Publication of the Ohio Historical Society. [Columbus, Ohio]: The Society, 1984."
92937,"Salwen, Peter. <em>Upper West Side Story: A History and Guide. </em>New York: Abbeville Press Publishers, 1989."
92937,"Haskell, Barbara. <em>The American Century: Art &amp; Culture, 1900-1950</em>. New York, NY: Whitney Museum of American Art, 1999."
92937,"Christie, Manson &amp; Woods International Inc. American Art. New York: Christie's, December 5, 2013 ."
92937,"Fagg, John. ""George Bellows."" <em>Print Quarterly.</em> 31:1 (March 2014). 107-111."
92937,"Gillies, Max. ""Exploring Ohio's Art."" <em>Fine Art Connoisseur. </em>11:5 (September/October 2014)."
92937,"Milan, Wardell, Cay Sophie Rabinowitz, Alvin Hall, Carter E. Foster, and Leslie Hewitt. <em>Wardell Milan: Between Late Summer and Early Fall</em>. New York, NY : Osmos Books, 2015."
92937,"Brock, Charles. ""George Bellows: Reviews and Reflections."" In <em>George Bellows Revisited: New Considerations of the Painter's Oeuvre.</em> Melissa M. Wolfe, ed. Newcastle upon Tyne, UK: Cambridge Scholars Publishing, 2016."
92937,"Boylan, Alexis L. <em>Ashcan Art, Whiteness, and the Unspectacular Man.</em> New York: Bloomsbury Academic, 2017."
92937,"Slayton, Robert A. <em>Beauty in the City: The Ashcan School. </em>Albany: Excelsior Editions, State University of New York Press, 2017."
92937,"Corbett, David Peters. Die Ashcan School: Lebensbilder der New Yorker und iher Stadt. In <em>Es war einmal in Amerika: 300 Jahre US-Amerikanische Kunst, 164-171. </em>Barbara Schaefer and Anita Hachmann, 2018."
92937,"Sublette, J. Mark. <em>Maynard Dixon's American West: Along the Distant Mesa</em>. Tucson, AZ: Mark Sublette Medicine Man Gallery, 2018."
92937,"""Punch drunk."" <em>Christie's magazine</em> (November/December 2019): 108-117."
94979,"Perkins, Augustus Thorndike. <em>A Sketch of the Life and a List of Some of the Works of John Singleton Copley</em>. Boston: Priv. Print, 1873."
94979,"Bayley, Frank W. <em>The Life and Works of John Singleton Copley: Founded on the Work of Augustus Thorndike Perkins</em>. Boston, MA: Taylor Press, 1915."
94979,"W. H. D. ""The Fine Arts: Fine Portrait by Copley."" <em>The Boston Transcript, </em>October, 1915."
94979,"<em>The American Art News. </em>14:23 (March 11, 1916): 1-10."
94979,"""Clevel'd Gets Early Am'ns."" <em>The American Art News. </em>14:24 (March 18, 1916): 1-8."
94979,"""The Inauguration."" <em>The Bulletin of the Cleveland Museum of Art</em>. 3:2 (July, 1916): 1-24."
94979,"Bell, Hamilton. ""Early American Portraits at the Cleveland Museum of Art."" <em>The American Magazine of Art</em>. 7:12 (October, 1916)."
94979,"Cleveland Museum of Art. <em>An Appreciation of Copley's ""Nathaniel Hurd"": John Huntington Collection</em>. Cleveland, OH: Cleveland Museum of Art, 1918."
94979,"""Special Exhibition Cabinet."" <em>The Bulletin of the Cleveland Museum of Art</em>. 5:1. (January 1918)."
94979,"Dunlap, William. <em>A History of the Rise and Progress of the Arts of Design in the United States</em>. 1. Boston: C.E. Goodspeed &amp; Co, 1918."
94979,"""Report of the Museum's Second Year."" <em>The Bulletin of the Cleveland Museum of Art</em> 5, no. 6/7 (1918): 69-79."
94979,"Clearwater, Alphonso Trumpbour, and C. Louise Avery. <em>American Silver of the 17th and 18th Centuries: A Study Based on the Clearwater Collection. </em>New York: Metropolitan Museum of Art, 1920."
94979,"""Early Portrait Study by Copley."" <em>Art News. </em>22:19 (February 16, 1923)."
94979,"L. P. ""Portrait of Nathaniel Hurd by Copley."" <em>The Bulletin of the Cleveland Museum of Art</em>. 10:3 (March 1923)."
94979,"""When Copley Portrayed an Early Craftsman."" <em>Art News.</em> (June 9, 1923)."
94979,"National Collection of Fine Arts (U.S.), Washington Loan Exhibition Committee. <em>Exhibition of Early American Paintings, Miniatures and Silver</em>. Washington, D.C.: National Gallery of Art, 1925."
94979,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art</em>. Cleveland, OH: The Cleveland Museum of Art, 1925."
94979,"Dow, George Francis. <em>The Arts &amp; Crafts in New England, 1704-1775; Gleanings from Boston Newspapers Relating to Painting, Engraving, Silversmiths, Pewterers, Clockmakers, Furniture, Pottery, Old Houses, Costume, Trades and Occupations, &amp; C...</em> Topsfield, MA: Wayside Press, 1927."
94979,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art</em>. Cleveland, OH: The Cleveland Museum of Art, 1928."
94979,"Bayley, Frank W. <em>Five Colonial Artists of New England: Joseph Badger, Joseph Blackburn, John Singleton Copley; Robert Feke, John Smibert</em>. Boston, MA: Privately Printed, 1929."
94979,"Bolton, Theodore and Harry Lorin Binsse. ""John Singleton Copley."" <em>The Antiquarian. </em>15:6 (December, 1930)."
94979,"Stark, Harold. <em>Art in America from 1600 to 1865; An Illustrated Guide for a National Radio Broadcast from February 3 to May 19, 1934</em>. Chicago, IL: University of Chicago Press, 1934."
94979,"Cahill, Holger, and Alfred H. Barr, Jr., eds. <em>Art in America: A Complete Survey</em>. New York, NY: Reynal &amp; Hitchcock, 1935."
94979,"Milliken, William. ""Special Number for the 20th Anniversary Exhibition of the Cleveland Museum of Art: Official Art Exhibit of the Great Lakes Exposition."" <em>The Art News.</em> (June 13, 1936)."
94979,"Burroughs, Louise. ""John Singleton Copley."" <em>Bulletin of the Metropolitan Museum of Art.</em> 31:12 (December 1936)."
94979,"Frankfurter, Alfred M. ""J. S. Copley, American Master."" <em>Art News.</em> 35:13 (December 26, 1936)."
94979,"Jewell, Edward Alden. ""Copley: Metropolitan Opens Bicentennial Show."" <em>The New York Times, </em>December 27, 1936."
94979,"Parker, Barbara Neville, and Anne Bolling Wheeler. <em>John Singleton Copley; American Portraits in Oil, Pastel, and Miniature</em>. Boston, MA: Museum of Fine Arts, 1938."
94979,"French, Hollis. <em>Jacob Hurd and His Sons Nathaniel &amp; Benjamin: Silversmiths 1702-1781. </em>Cambridge, MA: Riverside Press for the Walpole Society, 1939."
94979,"Hagen, Oskar. <em>The Birth of the American Tradition in Art</em>. New York: Charles Scribner's Sons, 1940."
94979,"Foote, Helen S. ""A Collection of Early American Silver Gift of Hollis French."" <em>The</em> <em>Bulletin of the Cleveland Museum of Art.</em> 27:9 (November, 1940)."
94979,"Flint Institute of Arts. <em>Art Marches on!: The Opening and Dedicating Exhibition of the New Flint Institute of Arts</em>. Flint, MI: The Institute, 1941."
94979,"""Cleveland's First 25 Years."" <em>ARTnews. </em>40:11 (September, 1941)."
94979,"Walker, John, and Macgill James. <em>Great American Paintings from Smibert to Bellows, 1729-1924</em>. London: Oxford University Press, 1943."
94979,"""Cleveland Museum."" <em>Life</em> (September 20, 1943)."
94979,"King, Winnifred. ""Their Hands."" <em>The Christian Science Monitor. </em>November 20, 1943."
94979,"Adams, James Truslow. <em>Album of American History</em>. volume 1. New York, NY: Charles Scribner's Sons, 1944."
94979,"<em>Paintings in the Cleveland Museum of Art.</em> [Cleveland]: The Cleveland Museum of Art, 1945."
94979,"""The Arts in America in the Eighteenth Century."" <em>Bulletin of the Allen Memorial Art Museum, Oberlin College</em>. 3:3 (May, 1946)."
94979,"Phillips, John Marshall. <em>American Silver</em>. New York, NY: Chanticleer Press, 1949."
94979,"Barker, Virgil. <em>American Painting: History and Interpretation</em>. New York, NY: The Macmillan Company, 1950."
94979,"""A bird's-eye view of early American painting."" <em>Antiques.</em> 62 (November 1952)."
94979,"Milliken, William Mathewson. <em>The Cleveland Museum of Art</em>. New York: H.N. Abrams, 1958."
94979,"The Cleveland Museum of Art. <em>The Cleveland Museum of Art Handbook.</em> Cleveland, OH: The Cleveland Museum of Art, 1958."
94979,"""Portraits of American Craftsmen."" <em>Antiques. </em>76. (October 1959)."
94979,"Larkin, Oliver W. <em>Art and Life in America</em>. New York, NY: Holt, Rinehart and Winston, 1960."
94979,"<em>Kindlers Malerei Lexicon</em>. volume 1. Zurich, Switzerland: 1964."
94979,"Museum of Fine Arts, Saint Petersburg. <em>Inaugural Exhibition, February 7 Through March 7, 1965</em>. Saint Petersburg, FL: 1965."
94979,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1966</em>. Cleveland, OH: The Cleveland Museum of Art, 1966."
94979,"Prown, Jules David. <em>John Singleton Copley: In America 1738-1774</em>. Cambridge, MA: Harvard University Press, 1966."
94979,"Wright, Louis B., George B. Tatum, John W. McCoubrey, and Robert C. Smith. <em>The Arts In America: The Colonial Period</em>. New York, NY: Charles Scribner's Sons, 1966."
94979,"Wilson, Patricia Boyd. <em>The Christian Science Monitor.</em> January 19, 1966."
94979,"Myers, Bernard S. <em>Art and Civilization</em>. New York: McGraw-Hill Book Company, 1967."
94979,"Cirker, Hayward, and Blanche Cirker. <em>Dictionary of American Portraits: 4045 Pictures of Important Americans from Earliest Times to the Beginning of the Twentieth Century</em>. New York, NY: Dover Publications, Inc., 1967"
94979,"McLanathan, Richard B. K. <em>The American Tradition in the Arts</em>. New York: Harcourt, Brace &amp; World, 1968."
94979,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1969</em>. Cleveland, OH: The Cleveland Museum of Art, 1969."
94979,"Plate, Robert. <em>John Singleton Copley: America's First Great Artist. </em>New York, NY: David McKay Co, 1969."
94979,"Novak, Barbara. <em>American Painting of the Nineteenth Century: Realism, Idealism, and the American Experience</em>. New York, NY: Praeger Publishers, 1969."
94979,"Glubok, Shirley, and Gerard Nook. The Art of Colonial America. New York, NY: The Macmillan Company, 1970."
94979,"Mooz, Ralph Peter. ""The Art of Robert Feke."" Ph.D. dissertation, University of Pennsylvania, 1970."
94979,"Lee, Sherman E. Introduction to <em>The Cleveland Museum of Art</em>. Hannover: Knorr &amp; Hirth, 1970."
94979,"Neumeyer, Alfred. ""Nordamerikanische Kunst."" <em>Die Kunst des 18</em>. <em>Jahrhunderts</em>. ed. Harald Keller. Berlin: Propylaen Verlag, 1971."
94979,"Fales, Martha Gandy. <em>Early American Silver</em>. New York: E.P. Dutton &amp; Co, 1973."
94979,"Adler, Mortimer Jerome, ed. <em>The Revolutionary Years: Britannica's Book of the American Revolution</em>. Chicago, IL: Encyclopedia Britannica, Inc., 1976."
94979,"Wilmerding, John. <em>American Art</em>. Harmondsworth, England: Penguin Books, 1976."
94979,"Montgomery, Charles F., and Patricia E. Kane. <em>American Art, 1750-1800: Towards Independence</em>. Boston, MA: Published for Yale University Art Gallery, New Haven, and the Victoria and Albert Museum, London, by the New York Graphic Society, 1976."
94979,"""American Image."" <em>Plain Dealer</em>. Section 5 - 8. (January 18, 1976)."
94979,"Brown, Milton W. <em>American Art to 1900: Painting, Sculpture, Architecture</em>. New York: H.N. Abrams, 1977."
94979,"Johnson, Mark M. ""Portrait Painting - An Image of Man."" <em>Arts and Activities. </em>82 (September 1977)."
94979,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
94979,"Ward, Barbara McLean, and Gerald W. R. Ward, eds. <em>Silver in American Life: Selections from the Mabel Brady Garvan and Other Collections at Yale University.</em> New York: American Federation of Arts, 1979."
94979,"Boros, Ethel. ""Early American Silver."" <em>Plain Dealer.</em> (September 22, 1979)."
94979,"Emlen, Robert P. ""Wedding Silver for the Browns: A Rhode Island Family Patronizes a Boston Goldsmith."" <em>The American Art Journal</em>. 56:2 (Spring 1984)."
94979,"Janson, H. W. <em>History of Art</em>. Third edition. New York, NY: Prentice Hall &amp; Harry Abrams, 1986."
94979,"Buchanan, Penelope D. ""John Singleton Copley: Portrait of Nathaniel Hurd."" <em>Art Education</em>. 40:1 (January 1987)."
94979,"<em>Handbook of The Cleveland Museum of Art</em>. Cleveland, OH: The Cleveland Museum of Art, 1991."
94979,"Turner, Evan H., ed. <em>Object Lessons: Cleveland Creates an Art Museum</em>. Cleveland, OH: Cleveland Museum of Art, 1991."
94979,"Chong, Alan. <em>European &amp; American Painting in the Cleveland Museum of Art: A Summary Catalogue</em>. Cleveland, OH: Cleveland Museum of Art, 1993."
94979,"Kissick, John. <em>Art, Context and Criticism</em>. Madison, WI: Brown &amp; Benchmark, 1993."
94979,"Cunningham, Lawrence S., and John J. Reich. <em>Culture and Values: a Survey of the Western Humanities</em>. Second edition. Fort Worth, IN: Holt, Rinehart, and Winston, 1994."
94979,"Janson, H. W. <em>History of Art</em>. Fifth edition. New York, NY: Prentice Hall &amp; Harry Abrams, 1995."
94979,"Barratt, Carrie Rebora. <em>John Singleton Copley in America</em>. New York: Metropolitan Museum of Art, distributed by H.N. Abrams, 1995."
94979,"Kissick, John. <em>Art, Context and Criticism</em>. Second edition. Madison, WI: Brown &amp; Benchmark, 1996."
94979,"Kane, Patricia E., Francis Hill Bigelow, John Marshall Phillips, and Jeannine J. Falino. <em>Colonial Massachusetts Silversmiths and Jewelers: A Biographical Dictionary Based on the Notes of Francis Hill Bigelow &amp; John Marshall Phillips</em>. New Haven, CT: Yale University Art Gallery, 1997."
94979,"Rather, Susan. ""Carpenter, Tailor, Shoemaker, Artist: Copley and Portrait Painting around 1770."" <em>The Art Bulletin.</em> 79:2 (June 1997)."
94979,"Ohlig, Rudolf, and Hildegard Hogen. <em>Der Glanz der Residenzen: Renaissance und Barock in Europa, Schwarzafrika und Altamerika</em>. Leipzig: F.A. Brockhaus, 1998."
94979,"Ward, Gerald W. R. ""Nathaniel Hurd."" <em>American National Biography,</em> v. 2. ed. Garraty, John A., and Mark C. Carnes. New York, NY: Oxford University Press, 1999."
94979,"Fortune, Brandon Brame, and Deborah Jean Warner. <em>Franklin and His Friends: Portraying the Man of Science in Eighteenth-Century America</em>. Washington, D.C.: Smithsonian National Portrait Gallery, 1999."
94979,"May, Sally Ruth, Jane Takac, and Barbara J. Bradley. <em>Knockouts: A Pocket Guide</em>. Cleveland, OH: Cleveland Museum of Art, 2001."
94979,"Kammen, Michael et al. Seeing America: Painting and Sculpture from the Collection of the Memorial Art Gallery of the University of Rochester. Rochester, N.Y.: University of Rochester Press, 2006."
94979,"Ward, Gerald W. R. <em>Paul Revere: Sons of Liberty Bowl. </em>Boston: MFA Publications, Museum of Fine Arts, Boston, 2016."
94979,"Rather, Susan. <em>The American School: Artists and Status in the Late-Colonial and Early National Era</em>. New Haven, CT : Yale University Press, 2016."
94979,"Ripley, Elizabeth. <em>Copley; A Biography</em>. Philadelphia: J. B. Lippincott Company, 1967."
137259,"Hamerton, Philip Gilbert. ""The Salon of 1863."" <em>The Fine Arts Quarterly Review</em> 1 (1863): 15-262."
137259,"Mantz, Paul. ""Salon de 1863."" <em>Gazette des Beaux-Arts</em> 14 (1863): 481-506."
137259,"Burty, Philippe. ""Une Lettre de M. Courbet."" <em>La Chronique des Arts et de la Curiosité </em>June 7, 1863: 253."
137259,"<em>Exposition des œuvres de Gustave Courbet: a l'École des beaux-arts (mai 1882): Catalogu</em>e. Paris: Impr. Émile Martinet, 1882."
137259,"Estignard, Alexandre. <em>Courbet Sa Vie, Ses Oeuvres.</em> Besançon: Delagrange-Louys, 1896."
137259,"Riat, Georges, and Paul Vitry. <em>Gustave Courbet, peintre</em>. Paris, France: H. Floury, 1906."
137259,"Léger, Charles. <em>Courbet, selon les caricatures et les images</em>. Paris, France: P. Rosenberg, 1920."
137259,"Léger, Charles. <em>Courbet.</em> Paris: Nilsson, 1925."
137259,"Alexandre, Arsene. ""Portraits et Figures de Femmes."" <em>La Renaissance </em>11 (July/August 1928)."
137259,"Léger, Charles. <em>Courbet</em>. Paris: Éditions G. Crès, 1929."
137259,"Courthion, Pierre. <em>Courbet</em>. Paris, France: Librairie Floury, 1931."
137259,"Courthion, Pierre. <em>Courbet.</em> Paris: Librairie Floury, 1931."
137259,"Léger, Charles. <em>Courbet</em>. Paris, France: Braun, 1934."
137259,"Baillods, Jules. <em>Courbet Vivant</em>. Neuchâtel, Switzerland: Delachaux &amp; Niestlé, 1940."
137259,"Léger, Charles. <em>Courbet et son Temps; Lettres et Documents Inédits.</em> Paris: Éditions Universelles, 1948."
137259,"Mack, Gerstle. <em>Gustave Courbet</em>. New York, NY: Knopf, 1951."
137259,<em>Les Amis de Gustave Courbet </em>20 (1957): 11.
137259,"Lee, Sherman E. ""Year in Review 1962."" <em>The Bulletin of The Cleveland Museum of Art XLVIIII</em>, no.9 (November, 1962):198-227."
137259,"Lurie, Ann Tzeutschler. ""Gustave Courbet, Madame Boreau.."" <em>The Bulletin of The Cleveland Museum of Art XLVIIII</em>, no.4 (April, 1962):66-71."
137259,"Cleveland Museum of Art, “Madame Boreau by Courbet,” April 2, 1962, Cleveland Museum of Art Archives."
137259,"Saisselin, Rémy G. <em>Style, Truth, and the Portrait</em>. Cleveland, OH: Cleveland Museum of Art, 1963."
