locationid,latitude,longitude,stnelev,station,countryid
SWE00005413,58.79,13.25,55.0,LURO,SW
SWE00005583,61.17,13.12,830.0,STORFJALLET_SALEN,SW
SWE00005603,61.71,13.13,425.0,SARNA,SW
SWE00005683,63.43,13.07,1280.0,ARESKUTAN,SW
SWE00005756,65.11,20.77,195.0,FALLFORS_MO,SW
SWE00005784,65.7,23.1,4.0,STORON_A,SW
SWE00100003,56.8667,14.8,166.0,VAEXJOE,SW
SWE00100026,63.1831,14.4831,376.0,OESTERSUND,SW
SWE00101863,57.7158,11.9942,5.0,GOTEBORG_A,SW
SWE00115881,58.4356,12.7075,54.0,SATENAS,SW
SWE00115916,59.3533,17.9514,14.0,STOCKHOLM_BROMMA,SW
SWE00115961,62.5244,17.4408,4.0,SUNDSVALLS_FLYGPLATS,SW
SWE00115981,63.6842,16.9506,215.0,JUNSELE,SW
SWE00116001,64.5033,14.1594,328.0,GADDEDE,SW
SWE00116061,67.2097,23.3928,168.0,PAJALA,SW
SWE00135151,55.49,13.4,50.0,RYNGE_V,SW
SWE00135169,55.6,12.86,1.0,OSKARSGRUNDET_NO,SW
SWE00135202,55.88,12.87,11.0,ORJA,SW
SWE00135229,56.02,14.11,10.0,KRISTIANSTAD_V,SW
SWE00135253,56.15,15.59,2.0,KARLSKRONA_SODERSTJ,SW
SWE00135277,56.28,13.94,103.0,HASTVEDA_MO,SW
SWE00135292,56.39,12.94,140.0,HUNNESTORP_V,SW
SWE00135337,56.66,16.44,5.0,OLANDSBRON_V,SW
SWE00135352,56.68,16.29,6.0,KALMAR_FLYGPLATS,SW
SWE00135379,56.84,15.47,230.0,KOSTA_MO,SW
SWE00135394,56.89,12.67,47.0,EFTRA_BROEN_V,SW
SWE00135406,56.93,14.73,182.0,VAXJO_KRONOBERG,SW
SWE00135529,57.47,14.88,250.0,NAGLARP,SW
SWE00135538,57.49,18.46,35.0,ROMA_V,SW
SWE00135556,57.6,11.64,1.0,TRUBADUREN,SW
SWE00135709,58.08,13.76,220.0,KYMBO_V,SW
SWE00135736,58.18,12.15,20.0,ASBRACKA_TORPABRON_V,SW
SWE00135874,58.57,14.57,91.0,AXSTAL_MO,SW
SWE00135889,58.59,17.4697,25.0,GUSTAF_DALEN_A,SW
SWE00135892,58.6,12.42,55.0,ERIKSTAD_BERGARUD_V,SW
SWE00135907,58.63,11.43,80.0,HUD_V,SW
SWE00135970,58.83,11.0,6.0,URSHOLMEN,SW
SWE00136051,59.16,19.13,3.0,ALMAGRUNDET_A,SW
SWE00136087,59.27,15.27,23.0,OREBRO_AUT,SW
SWE00136129,59.35,18.1,20.0,VARTAN,SW
SWE00136150,59.37,17.9164,15.0,BECKOMBERGA,SW
SWE00136327,60.11,15.12,240.0,SKEPPSMORA_V,SW
SWE00136405,60.48,15.43,140.0,BORLANGE_AUT,SW
SWE00136441,60.64,12.88,525.0,BRATTMON_V,SW
SWE00136507,61.09,13.23,725.0,SALEN_HOGFJALLET_V,SW
SWE00136600,61.87,12.3,660.0,IDRE_STORBO_V,SW
SWE00136612,61.89,12.86,869.0,IDRE_FJALL_A,SW
SWE00136648,62.28,15.67,320.0,NORRBERG_NORRHOG_V,SW
SWE00136663,62.43,17.35,80.0,SUNDSVALL_RASTA_V,SW
SWE00136708,62.73,12.73,955.0,FLATRUET_V,SW
SWE00136720,62.76,16.71,205.0,SILLRE_V,SW
SWE00136744,63.04,12.28,1030.0,SYLARNA,SW
SWE00136813,63.32,13.48,330.0,MO,SW
SWE00136819,63.32,13.71,355.0,MATTMAR_V,SW
SWE00136828,63.38,13.16,435.0,ARE_BJORNANGE_V,SW
SWE00136831,63.38,20.1,24.0,SYDOSTBROTTEN,SW
SWE00136969,64.39,21.31,105.0,HOKMARKSBERGET_V,SW
SWE00137020,64.7097,17.44,575.0,RISTRASK_V,SW
SWE00137023,64.72,21.15,5.0,URSVIKEN,SW
SWE00137059,64.97,15.39,545.0,SAXNAS_V,SW
SWE00137083,65.09,14.51,1036.0,STEKENJOKK_A,SW
SWE00137131,65.33,22.75,1.0,FARSTUGRUNDEN,SW
SWE00137188,65.75,21.77,9.0,SAVAST_V,SW
SWE00137203,65.8078,15.0853,458.0,HEMAVAN_FLYGPLATS,SW
SWE00137290,66.4897,16.44,481.0,LILLVIKEN_ROPARUDDEN,SW
SWE00137293,66.4989,20.1308,275.0,JOKKMOKK_FLYGPLATS_MO,SW
SWE00137296,66.51,19.68,324.0,VAJMAT_V,SW
SWE00137338,66.77,20.97,330.0,NATTAVARA,SW
SWE00137425,67.8497,20.23,505.0,KIRUNA,SW
SWE00137440,68.05,21.77,355.0,NEDRE_SOPPERO_V,SW
SWE00137470,68.43,18.28,537.0,VASSIJAURE,SW
SWE00137488,55.34,13.36,5.0,SMYGEHUK,SW
SWE00137494,55.38,12.82,5.0,FALSTERBO,SW
SWE00137498,55.39,14.19,4.0,SANDHAMMAREN,SW
SWE00137500,55.41,13.4,40.0,JORDBERGA,SW
SWE00137502,55.44,13.83,20.0,YSTAD,SW
SWE00137510,55.49,14.32,4.0,SKILLINGE_A,SW
SWE00137512,55.49,14.05,55.0,BOLLERUP,SW
SWE00137514,55.5,13.02,17.0,HOKOPINGE,SW
SWE00137522,55.54,13.37,72.0,STURUP,SW
SWE00137524,55.54,14.36,8.0,SIMRISHAMN,SW
SWE00137534,55.5714,13.0731,20.0,MALMO_A,SW
SWE00137536,55.61,13.08,20.0,MALMO,SW
SWE00137542,55.6,12.98,3.0,MALMO_2,SW
SWE00137548,55.64,14.13,130.0,SANKT_OLOF,SW
SWE00137554,55.65,13.08,10.0,ALNARP,SW
SWE00137562,55.66,14.26,112.0,STENSHUVUD,SW
SWE00137572,55.7,13.63,32.0,BJORKA,SW
SWE00137580,55.78,13.25,20.0,ORTOFTA,SW
SWE00137588,55.86,13.67,114.0,HORBY_A,SW
SWE00137596,55.9,13.4,85.0,STEHAG,SW
SWE00137598,55.9,12.72,25.0,VEN,SW
SWE00137604,55.93,13.05,70.0,SVALOV,SW
SWE00137608,55.92,14.08,17.0,KRISTIANSTAD_EVEROD,SW
SWE00137612,55.95,15.7,3.0,UTKLIPPAN,SW
SWE00137620,56.33,14.15,10.0,KRISTIANSTAD,SW
SWE00137628,56.01,14.85,55.0,HANO_A,SW
SWE00137636,56.03,12.77,43.0,HELSINGBORG_A,SW
SWE00137642,56.04,15.81,3.0,UNGSKAR,SW
SWE00137644,56.04,12.69,43.0,HELSINGBORG,SW
SWE00137656,56.08,13.23,43.0,LJUNGBYHED,SW
SWE00137674,56.13,12.82,10.0,HASSLARP,SW
SWE00137686,56.18,14.85,50.0,KARLSHAMN,SW
SWE00137692,56.2,16.3997,2.0,OLANDS_SODRA_UDDE,SW
SWE00137708,56.22,15.53,25.0,MARIELUND,SW
SWE00137710,56.23,12.98,20.0,MUNKA_LJUNGBY,SW
SWE00137718,56.25,12.54,13.0,NYHAMNSLAGE,SW
SWE00137724,56.26,15.27,58.0,BREDAKRA,SW
SWE00137732,56.29,12.85,20.0,BARKAKRA,SW
SWE00137736,56.3,12.45,72.0,KULLEN,SW
SWE00137750,56.38,13.98,90.0,OSBY,SW
SWE00137774,56.45,12.55,10.0,HALLANDS_VADERO,SW
SWE00137780,56.45,14.72,140.0,RYD,SW
SWE00137782,56.46,13.66,110.0,MARKARYD,SW
SWE00137784,56.48,14.8,145.0,URSHULT_KUNNINGE,SW
SWE00137798,56.52,13.34,35.0,KNARED,SW
SWE00137800,56.53,16.39,5.0,MORBYLANGA,SW
SWE00137802,56.54,14.9,176.0,TINGSRYD_DEGERHAGA,SW
SWE00137804,56.55,14.76,145.0,EKEFORS,SW
SWE00137808,56.57,13.03,20.0,GENEVAD,SW
SWE00137812,56.6,15.51,130.0,RORSBO,SW
SWE00137820,56.62,16.12,15.0,OLVINGSTORP,SW
SWE00137826,56.63,15.55,150.0,EMMABODA,SW
SWE00137834,56.67,16.35,7.0,KALMAR,SW
SWE00137836,56.67,12.92,24.0,HALMSTAD,SW
SWE00137838,56.68,12.92,25.0,HALMSTAD,SW
SWE00137840,56.73,16.29,6.0,KALMAR_FLYGFLOTTILJ,SW
SWE00137844,56.68,12.83,25.0,HALMSTAD_FLYGFLOTTIL,SW
SWE00137852,56.72,13.12,75.0,SIMLANGSDALEN,SW
SWE00137858,56.74,13.36,165.0,SINGESHULT,SW
SWE00137862,56.76,15.27,162.0,LESSEBO,SW
SWE00137868,56.78,16.5797,40.0,EKERUM,SW
SWE00137876,56.83,13.95,155.0,LJUNGBY,SW
SWE00137882,56.84,16.75,25.0,SKEDEMOSSE,SW
SWE00137890,56.85,13.88,148.0,LJUNGBY_A,SW
SWE00137894,56.87,13.07,70.0,FROSLIDA,SW
SWE00137904,56.9,12.48,5.0,FALKENBERG,SW
SWE00137910,56.92,18.1664,38.0,HOBURG,SW
SWE00137916,56.93,12.36,6.0,GLOMMEN,SW
SWE00137918,56.93,12.55,25.0,JONSTORP,SW
SWE00137922,56.9494,13.0625,130.0,TORUP_A,SW
SWE00137928,56.9631,13.0708,85.0,TORUP,SW
SWE00137936,57.0,16.29,37.0,SANDBACKSHULT,SW
SWE00137966,57.11,12.39,25.0,GRIMETON,SW
SWE00137974,57.11,12.27,20.0,VARBERG,SW
SWE00137978,57.11,12.78,122.0,ULLARED_A,SW
SWE00137984,57.12,14.69,250.0,BERG,SW
SWE00137988,57.15,13.56,155.0,STORA_SEGERSTAD,SW
SWE00137990,57.15,15.4,230.0,ASEDA,SW
SWE00138004,57.2,12.81,100.0,FAGERED,SW
SWE00138008,57.2,15.97,77.0,DRAGERYD,SW
SWE00138012,57.22,15.92,77.0,BLANKASTROM,SW
SWE00138016,57.23,12.7,154.0,KALLSJO,SW
SWE00138020,57.24,18.38,25.0,HEMSE,SW
SWE00138028,57.27,16.41,20.0,OSKARSHAMN,SW
SWE00138030,57.28,17.0,10.0,MOSSEN,SW
SWE00138034,57.29,14.14,169.0,HAGSHULTS_FLYGPLATS,SW
SWE00138036,57.29,17.96,40.0,STORA_KARLSO,SW
SWE00138058,57.37,17.1,4.0,OLANDS_NORRA_UDDE,SW
SWE00138070,57.3844,15.8033,95.0,MALILLA_A,SW
SWE00138074,57.3917,15.9133,100.0,MALILLA,SW
SWE00138078,57.39,13.53,220.0,HESTRA,SW
SWE00138080,57.07,15.97,115.0,ALLGUNNEN,SW
SWE00138082,57.4,18.53,45.0,BUTTLE,SW
SWE00138084,57.44,14.89,230.0,NAVELSJO,SW
SWE00138086,57.42,13.28,220.0,AMBJORNARP,SW
SWE00138088,57.42,18.92,13.0,HERRVIK,SW
SWE00138102,57.44,18.99,5.0,OSTERGARNSHOLM_A,SW
SWE00138108,57.45,18.98,5.0,OSTERGARN,SW
SWE00138116,57.48,12.7,90.0,ORBY,SW
SWE00138118,57.49,12.2,15.0,ROSSARED,SW
SWE00138122,57.5,14.47,356.0,TOMTABACKEN_A,SW
SWE00138124,57.5,18.46,32.0,ROMA_AUT,SW
SWE00138144,57.57,14.47,350.0,SPINKABO,SW
SWE00138146,57.57,14.63,350.0,GODEBERG,SW
SWE00138162,57.63,15.57,140.0,HASSLEBY,SW
SWE00138166,57.63,11.61,12.0,VINGA,SW
SWE00138170,57.64,16.57,25.0,TOVEHULT,SW
SWE00138172,57.64,14.69,305.0,NASSJO,SW
SWE00138180,57.66,12.55,65.0,BOLLEBYGD,SW
SWE00138184,57.67,12.3,150.0,LANDVETTER_FLYGPLATS,SW
SWE00138186,57.67,15.85,110.0,VIMMERBY,SW
SWE00138194,57.69,14.15,225.0,FLAHULT,SW
SWE00138202,57.71,16.46,35.0,GLADHAMMAR_A,SW
SWE00138204,57.72,11.78,3.0,TORSLANDA,SW
SWE00138206,57.72,16.53,18.0,GUNNEBO,SW
SWE00138212,57.79,16.59,35.0,VASTERVIK,SW
SWE00138214,57.72,13.12,257.0,DALSJOFORS,SW
SWE00138216,57.72,14.99,290.0,PRASTKULLA,SW
SWE00138226,57.76,12.95,135.0,BORAS,SW
SWE00138228,57.77,13.47,175.0,ULRICEHAMN,SW
SWE00138236,57.78,13.17,297.0,RANGEDALA_A,SW
SWE00138238,57.79,14.29,99.0,HUSKVARNA,SW
SWE00138258,57.84,14.43,225.0,RAMSJOHOLM,SW
SWE00138274,57.87,16.17,81.0,OGESTAD,SW
SWE00138278,57.89,15.87,90.0,HORN_A,SW
SWE00138280,57.89,14.73,174.0,LOMMARYD,SW
SWE00138286,57.9,19.16,13.0,FARO,SW
SWE00138302,57.92,18.96,13.0,FAROSUND_AR_A,SW
SWE00138306,57.94,13.07,190.0,MOLLA,SW
SWE00138324,58.01,12.15,5.0,ALVHEM,SW
SWE00138332,58.02,11.6,10.0,SABY,SW
SWE00138338,58.07,15.24,195.0,MALEXANDER,SW
SWE00138342,58.04,14.99,155.0,TRANAS,SW
SWE00138344,58.05,12.16,15.0,GARN,SW
SWE00138346,58.09,14.4,100.0,VISINGSO,SW
SWE00138350,58.06,11.65,5.0,RORASTRAND,SW
SWE00138358,58.08,13.4,190.0,SIMONSTORP,SW
SWE00138362,58.09,11.33,16.0,MASESKAR_A,SW
SWE00138364,58.1,11.35,14.0,MASESKAR,SW
SWE00138366,58.1,14.41,94.0,VISINGSO_A,SW
SWE00138384,58.16,13.54,205.0,FALKOPING,SW
SWE00138386,58.16,12.65,90.0,GENDALEN,SW
SWE00138394,58.2,16.01,140.0,ATVIDABERG,SW
SWE00138404,58.22,11.93,70.0,LJUNGSKILE,SW
SWE00138406,58.22,13.06,95.0,LANGJUM,SW
SWE00138422,58.27,15.74,85.0,BJARKA_SABY,SW
SWE00138430,58.29,13.8,181.0,BORGUNDA,SW
SWE00138434,58.3,12.32,42.0,TROLLHATTAN,SW
SWE00138438,58.31,12.33,43.0,TROLLHATTANS_FLYGPLA,SW
SWE00138446,58.32,13.04,70.0,HALLUM_A,SW
SWE00138450,58.33,11.22,16.0,HALLO,SW
SWE00138454,58.33,16.82,5.0,HOLMA,SW
SWE00138458,58.35,13.13,80.0,LANNA,SW
SWE00138462,58.37,11.94,100.0,UDDEVALLA,SW
SWE00138464,58.36,12.36,50.0,VANERSBORG,SW
SWE00138470,58.36,11.23,20.0,SMOGEN,SW
SWE00138472,58.37,13.52,115.0,SKARA_STENUM,SW
SWE00138474,58.38,13.33,115.0,SKARA_VASTERSKOG,SW
SWE00138476,58.38,15.2,90.0,OJEBRO,SW
SWE00138482,58.39,15.22,90.0,HERRBERGA,SW
SWE00138486,58.39,13.84,150.0,SKOVDE,SW
SWE00138488,58.4,13.45,115.0,SKARA,SW
SWE00138492,58.4,13.55,115.0,SKARA_EKEBERG,SW
SWE00138510,58.44,12.69,55.0,SATENAS_D,SW
SWE00138514,58.44,15.38,75.0,VASTERLOSA,SW
SWE00138518,58.45,13.67,140.0,REMNINGSTORP,SW
SWE00138520,58.49,16.0,49.0,SKARKIND,SW
SWE00138526,58.53,13.13,52.0,LIDKOPING,SW
SWE00138530,58.52,14.51,95.0,KARLSBORG_MO,SW
SWE00138532,58.52,13.07,75.0,BJORNEGARDEN,SW
SWE00138538,58.53,11.57,20.0,DINGLE,SW
SWE00138544,58.55,16.82,10.0,MARVIKEN,SW
SWE00138550,58.56,13.35,128.0,VASTERPLANA,SW
SWE00138558,58.57,11.56,70.0,SVARTEBORG,SW
SWE00138566,58.58,14.12,90.0,BALLEFORS,SW
SWE00138568,58.58,16.1497,21.0,NORRKOPING_SMHI,SW
SWE00138570,58.58,16.2397,5.0,NORRKOPING_KUNGSANGE,SW
SWE00138574,58.64,12.42,65.0,ERIKSTAD,SW
SWE00138576,58.61,16.21,3.0,NORRKOPING,SW
SWE00138578,58.61,12.2,174.0,KROPPEFJALL_GRANAN_A,SW
SWE00138580,58.61,16.12,21.0,NORRKOPING_SORBY,SW
SWE00138584,58.65,14.13,85.0,FAGRE,SW
SWE00138594,58.68,17.12,10.0,OXELOSUND,SW
SWE00138596,58.69,16.3097,153.0,KOLMARDEN_STROMSFORS,SW
SWE00138602,58.7,13.11,53.0,NAVEN_A,SW
SWE00138606,58.71,13.82,50.0,MARIESTADS_VATTENVER,SW
SWE00138610,58.72,15.03,225.0,KETTSTAKA_A,SW
SWE00138618,58.74,17.87,18.0,LANDSORT,SW
SWE00138624,58.79,15.17,135.0,GODEGARD,SW
SWE00138626,58.78,16.13,65.0,SIMONSTORP_O,SW
SWE00138630,58.78,16.92,42.0,NYKOPINGS_FLYGPLATS,SW
SWE00138638,58.81,15.13,215.0,ZINKGRUVAN,SW
SWE00138650,58.85,15.28,215.0,KARNSKOGEN,SW
SWE00138654,58.85,15.16,215.0,MARIEDAMM,SW
SWE00138662,58.88,14.39,211.0,GARDSJO_A,SW
SWE00138674,58.8925,11.0058,33.0,NORDKOSTER_A,SW
SWE00138680,58.9,13.25,50.0,AKERSHUS,SW
SWE00138686,58.9,17.57,5.0,TROSA,SW
SWE00138688,58.9,12.04,150.0,BASTORP,SW
SWE00138698,58.93,11.2,20.0,STROMSTAD,SW
SWE00138704,58.97,14.9,135.0,SNAVLUNDA,SW
SWE00138706,58.95,18.27,40.0,UTO,SW
SWE00138708,58.97,18.45,40.0,STABBO,SW
SWE00138726,59.02,16.37,50.0,VALLA,SW
SWE00138728,59.03,15.69,69.0,HOGSJO,SW
SWE00138736,59.05,16.2197,62.0,STRANGSTORP,SW
SWE00138738,59.05,12.7,60.0,AMAL,SW
SWE00138742,59.06,16.3997,19.0,FLODA_A,SW
SWE00138744,59.07,16.37,50.0,FLODAFORS,SW
SWE00138746,59.07,18.12,4.0,HARSFJARDEN,SW
SWE00138748,59.08,15.82,60.0,VINGAKER,SW
SWE00138756,59.1,14.37,105.0,ATORP,SW
SWE00138758,59.18,17.92,45.0,RIKSTEN,SW
SWE00138778,59.14,12.94,50.0,SAFFLE,SW
SWE00138782,59.19,16.91,35.0,DUNKER,SW
SWE00138796,59.1789,17.9125,45.0,TULLINGE_A,SW
SWE00138798,59.19,17.63,40.0,SODERTALJE,SW
SWE00138804,59.23,14.45,100.0,DEGERFORS,SW
SWE00138812,59.22,11.99,100.0,BREDVIKEN,SW
SWE00138814,59.22,12.08,170.0,BLOMSKOG_A,SW
SWE00138816,59.23,15.05,53.0,OREBRO_A,SW
SWE00138822,59.24,16.75,35.0,EKLANGEN,SW
SWE00138826,59.24,15.29,35.0,OREBRO,SW
SWE00138832,59.25,17.09,20.0,AKERS_STYCKEBRUK,SW
SWE00138836,59.28,15.16,31.0,OREBRO,SW
SWE00138838,59.27,17.23,5.0,MARIEFRED,SW
SWE00138846,59.28,14.7,148.0,VILLINGSBERG,SW
SWE00138848,59.29,18.92,10.0,SANDHAMN,SW
SWE00138850,59.29,12.05,170.0,BLOMSKOG,SW
SWE00138854,59.3,11.93,170.0,LENNARTSFORS,SW
SWE00138856,59.3,14.8983,219.0,KILSBERGEN_SUTTARBODA_A,SW
SWE00138858,59.3,17.7197,25.0,NYCKLEBY,SW
SWE00138860,59.3,18.71,16.0,STAVSNAS_A,SW
SWE00138864,59.31,14.1,82.0,KRISTINEHAMN,SW
SWE00138866,59.32,18.37,10.0,GUSTAVSBERG,SW
SWE00138886,59.34,18.0597,44.0,STOCKHOLM_A,SW
SWE00138896,59.36,17.52,6.0,ADELSO_A,SW
SWE00138904,59.36,17.04,15.0,ULVHALL,SW
SWE00138914,59.38,16.45,15.0,ESKILSTUNA_MO,SW
SWE00138926,59.39,16.46,8.0,ESKILSTUNA,SW
SWE00138934,59.4,17.67,15.0,LYCKAS,SW
SWE00138936,59.4,17.0597,15.0,STRANGNAS,SW
SWE00138950,59.42,17.88,17.0,BARKARBY,SW
SWE00138952,59.42,18.17,15.0,ROSKAR,SW
SWE00138976,59.51,18.84,10.0,HUSARO,SW
SWE00138980,59.53,16.02,15.0,KOPING,SW
SWE00139018,59.59,15.24,85.0,LINDESBERG,SW
SWE00139026,59.58,13.93,93.0,SUTTERHOJDEN,SW
SWE00139028,59.59,16.63,10.0,VASTERAS_HASSLO,SW
SWE00139034,59.61,11.93,125.0,DJURSKOG,SW
SWE00139038,59.61,14.19,130.0,ASPHYTTAN,SW
SWE00139044,59.62,16.55,10.0,VASTERAS,SW
SWE00139050,59.64,15.42,85.0,GRONBO,SW
SWE00139060,59.66,17.95,26.0,ARLANDA,SW
SWE00139064,59.66,18.27,20.0,KARSTA,SW
SWE00139068,59.66,14.18,133.0,DAGLOSEN_A,SW
SWE00139070,59.67,12.59,66.0,ARVIKA,SW
SWE00139072,59.67,12.64,66.0,ARVIKA_A,SW
SWE00139074,59.68,14.32,200.0,GAMMELKROPPA,SW
SWE00139090,59.72,14.17,141.0,FILIPSTAD,SW
SWE00139106,59.75,14.24,200.0,PERSBERG,SW
SWE00139108,59.75,15.67,95.0,UTTERSBERG,SW
SWE00139110,59.77,18.65,15.0,NORRTALJE,SW
SWE00139112,59.75,19.41,15.0,SODERARM,SW
SWE00139126,59.81,15.56,155.0,RIDDARHYTTAN,SW
SWE00139128,59.81,17.6664,15.0,ULTUNA,SW
SWE00139134,59.83,18.63,15.0,SVANBERGA_A,SW
SWE00139138,59.83,15.68,113.0,SKINNSKATTEBERG,SW
SWE00139146,59.85,18.73,15.0,NORRTALJE_VASBY,SW
SWE00139148,59.86,17.63,13.0,UPPSALA,SW
SWE00139154,59.86,11.97,130.0,HANGSTAD,SW
SWE00139156,59.86,13.12,110.0,SUNNE_A,SW
SWE00139158,59.87,15.25,285.0,KLOTEN,SW
SWE00139160,59.87,15.26,289.0,KLOTEN_A,SW
SWE00139164,59.88,11.97,130.0,HOGSATER,SW
SWE00139172,59.9,17.59,21.0,UPPSALA_FLYGPLATS,SW
SWE00139178,59.9,16.66,60.0,SALA,SW
SWE00139182,59.91,16.69,57.0,SALA_A,SW
SWE00139186,59.95,14.95,205.0,STALLDALEN,SW
SWE00139194,59.96,13.53,125.0,FORSHULT,SW
SWE00139198,59.95,14.88,205.0,STANGFALLET,SW
SWE00139240,60.07,13.55,155.0,EDEBACK,SW
SWE00139250,60.1,16.3097,100.0,BROVALLEN,SW
SWE00139254,60.14,13.01,80.0,TORSBY,SW
SWE00139256,60.12,16.28,89.0,SONNBO,SW
SWE00139268,60.14,14.4,305.0,FREDRIKSBERG,SW
SWE00139272,60.14,16.17,100.0,AVESTA,SW
SWE00139276,60.15,13.8,190.0,GUSTAVSFORS,SW
SWE00139282,60.16,18.74,12.0,SINGO,SW
SWE00139284,60.17,16.3097,68.0,FOLKARNA,SW
SWE00139286,60.18,18.23,15.0,RISINGE,SW
SWE00139290,60.2,14.4,340.0,LEJEN,SW
SWE00139294,60.2,17.9164,33.0,DANNEMORA,SW
SWE00139296,60.24,17.91,39.0,FILMS_KYRKBY,SW
SWE00139306,60.27,16.98,56.0,KERSTINBO_A,SW
SWE00139308,60.28,18.92,12.0,UNDERSTEN,SW
SWE00139320,60.3,17.43,35.0,VASBY,SW
SWE00139324,60.31,12.7,160.0,OSTMARK_LAMBACKEN,SW
SWE00139332,60.33,12.68,160.0,OSTMARK_RANNBERG,SW
SWE00139334,60.33,15.2,260.0,RAMSHYTTAN,SW
SWE00139336,60.33,18.43,7.0,OREGRUND,SW
SWE00139340,60.35,12.65,308.0,OSTMARK_ROJDASEN,SW
SWE00139346,60.38,15.23,260.0,IDKERBERGET,SW
SWE00139348,60.38,15.14,495.0,SPANSBERGET,SW
SWE00139362,60.4292,15.5078,152.0,BORLANGE_FLYGPLATS,SW
SWE00139364,60.44,17.34,35.0,UNTRA,SW
SWE00139372,60.46,16.27,130.0,STJARNSUND,SW
SWE00139376,60.5,15.46,145.0,BORLANGE,SW
SWE00139386,60.5,15.45,128.0,DOMNARVET,SW
SWE00139390,60.51,14.96,190.0,MOCKFJARD,SW
SWE00139396,60.53,18.38,8.0,ORSKAR_A,SW
SWE00139404,60.54,17.75,5.0,FAGERVIKEN,SW
SWE00139414,60.6,15.01,155.0,GRADA_KRAFTVERK,SW
SWE00139430,60.65,17.17,16.0,GAVLE,SW
SWE00139436,60.68,13.71,306.0,MALUNG_A,SW
SWE00139452,60.72,17.16,16.0,GAVLE_A,SW
SWE00139458,60.73,15.02,175.0,LEKSAND,SW
SWE00139462,60.73,17.57,5.0,EGGEGRUND,SW
SWE00139468,60.75,17.35,5.0,UTVALNAS,SW
SWE00139490,60.88,14.38,260.0,SILJANSFORS,SW
SWE00139498,60.91,12.58,230.0,HOLJES,SW
SWE00139504,60.92,15.11,230.0,BACKA,SW
SWE00139520,60.96,14.51,196.0,MORA_A,SW
SWE00139522,60.9617,16.4308,162.0,AMOT_A,SW
SWE00139524,60.96,16.46,145.0,AMOTSBRUK,SW
SWE00139526,61.0,14.59,196.0,MORA,SW
SWE00139550,61.13,12.82,465.0,RORBACKSNAS,SW
SWE00139572,61.17,13.26,360.0,SALEN,SW
SWE00139582,61.25,14.04,252.0,ALVDALEN_A,SW
SWE00139584,61.26,14.04,250.0,ALVDALEN_11,SW
SWE00139588,61.27,17.1,10.0,SODERHAMN,SW
SWE00139590,61.28,12.86,412.0,GRUNDFORSEN,SW
SWE00139602,61.36,15.72,184.0,EDSBYN_A,SW
SWE00139604,61.38,15.84,177.0,EDSBYN,SW
SWE00139612,61.39,16.43,115.0,ROSTEBO,SW
SWE00139614,61.4,16.42,115.0,DONJE,SW
SWE00139634,61.55,17.4697,20.0,AGO,SW
SWE00139652,61.6,14.18,585.0,ULVSJO,SW
SWE00139654,61.62,17.44,8.0,HOLICK,SW
SWE00139660,61.66,14.99,454.0,HAMRA,SW
SWE00139674,61.71,16.18,115.0,JARVSO,SW
SWE00139676,61.73,17.1,10.0,HUDIKSVALL,SW
SWE00139680,61.79,16.55,70.0,DELSBO,SW
SWE00139684,61.83,16.54,70.0,DELSBO_A,SW
SWE00139688,61.83,16.13,140.0,LJUSDAL,SW
SWE00139690,61.85,12.27,670.0,FLOTNINGEN,SW
SWE00139694,61.85,16.5797,70.0,BJURAKER,SW
SWE00139696,61.85,14.09,440.0,LILLHARDAL,SW
SWE00139718,62.02,17.63,20.0,GRAN,SW
SWE00139720,62.0192,14.1903,432.0,SVEG,SW
SWE00139728,62.04,15.47,259.0,FINNEBY,SW
SWE00139732,62.05,14.41,362.0,SVEG_A,SW
SWE00139744,62.09,13.61,566.0,DRAVAGEN_A,SW
SWE00139752,62.11,13.28,610.0,LOFSDALEN,SW
SWE00139764,62.18,14.95,260.0,YTTERHOGDAL,SW
SWE00139774,62.22,17.7397,17.0,BRAMON,SW
SWE00139776,62.23,17.66,17.0,LORUDDEN,SW
SWE00139790,62.38,17.29,60.0,SIDSJO,SW
SWE00139796,62.41,17.27,35.0,SUNDSVALL,SW
SWE00139800,62.42,13.52,430.0,HEDE,SW
SWE00139802,62.41,13.67,410.0,HEDEVIKEN,SW
SWE00139814,62.4503,12.6703,723.0,TANNAS_A,SW
SWE00139822,62.49,16.28,99.0,TORPSHAMMAR_A,SW
SWE00139824,62.5,14.16,802.0,KLOVSJOHOJDEN_A,SW
SWE00139828,62.5,16.18,110.0,FRANSTA,SW
SWE00139832,62.52,16.21,99.0,FRANSTA_11,SW
SWE00139840,62.53,14.2,802.0,KLOVSJO,SW
SWE00139842,62.55,12.6,585.0,LJUSNEDAL,SW
SWE00139852,62.58,12.22,780.0,FJALLNAS,SW
SWE00139858,62.62,18.0597,10.0,HARNO,SW
SWE00139868,62.64,18.09,17.0,LUNGO,SW
SWE00139870,62.65,14.17,802.0,SKALAN,SW
SWE00139884,62.75,15.1,342.0,HUNGE,SW
SWE00139886,62.75,15.09,343.0,HUNGE_A,SW
SWE00139888,62.76,13.85,467.0,BORTNAN_A,SW
SWE00139890,62.76,16.3097,220.0,LJUNGA,SW
SWE00139900,62.8,13.07,580.0,STORSJO_KAPELL,SW
SWE00139908,62.85,18.02,20.0,NORDVIK,SW
